"access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","group__001","group__002","group__003","group__004","title","online_format__-","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016","aka__017"
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677027/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","chappelle, bill (team member)","rochester","minor league","baseball cards","relief prints","color","","","","","","","1128","bbc","catalog","baseball-cards","","[Bill Chappelle, Rochester Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:13.084Z","pictures","catalog","2016-05-17T21:36:29.083Z","1909","","LOT 13163-18, no. 506 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677027/","False","//cdn.loc.gov/service/pnp/bbc/1100/1170/1175f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1170/1175f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1170/1175ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1170/1175fr.jpg#h=640&w=356","//cdn.loc.gov/service/pnp/bbc/1100/1170/1175fv.jpg#h=1024&w=570","http://www.loc.gov/pictures/collection/bbc/item/2008677027/","http://hdl.loc.gov/loc.pnp/bbc.1175b","http://www.loc.gov/item/2008677027/","http://www.loc.gov/pictures/item/2008677027/","http://hdl.loc.gov/loc.pnp/bbc.1175f","http://www.loc.gov/resource/bbc.1175f/","http://www.loc.gov/resource/bbc.1175b/","http://lccn.loc.gov/2008677027","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677028/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","ganzel, john (team member)","rochester","minor league","baseball cards","relief prints","color","","","","","","","1129","bbc","catalog","baseball-cards","","[John Ganzel, Rochester Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:13.084Z","pictures","catalog","2016-05-17T21:36:29.083Z","1909","","LOT 13163-18, no. 507 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677028/","False","//cdn.loc.gov/service/pnp/bbc/1100/1170/1176f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1170/1176ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1170/1176f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1170/1176fr.jpg#h=640&w=361","//cdn.loc.gov/service/pnp/bbc/1100/1170/1176fv.jpg#h=1024&w=577","http://www.loc.gov/pictures/collection/bbc/item/2008677028/","http://hdl.loc.gov/loc.pnp/bbc.1176b","http://www.loc.gov/item/2008677028/","http://www.loc.gov/pictures/item/2008677028/","http://hdl.loc.gov/loc.pnp/bbc.1176f","http://www.loc.gov/resource/bbc.1176f/","http://www.loc.gov/resource/bbc.1176b/","http://lccn.loc.gov/2008677028","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677029/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","maloney, billy (team member)","rochester","minor league","baseball cards","relief prints","color","","","","","","","1130","bbc","catalog","baseball-cards","","[Billy Maloney, Rochester Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:13.084Z","pictures","catalog","2016-05-17T21:36:29.083Z","1909","","LOT 13163-18, no. 508 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677029/","False","//cdn.loc.gov/service/pnp/bbc/1100/1170/1177f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1170/1177f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1170/1177ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1170/1177fr.jpg#h=640&w=358","//cdn.loc.gov/service/pnp/bbc/1100/1170/1177fv.jpg#h=1024&w=573","http://www.loc.gov/pictures/collection/bbc/item/2008677029/","http://hdl.loc.gov/loc.pnp/bbc.1177b","http://www.loc.gov/item/2008677029/","http://www.loc.gov/pictures/item/2008677029/","http://hdl.loc.gov/loc.pnp/bbc.1177f","http://www.loc.gov/resource/bbc.1177f/","http://www.loc.gov/resource/bbc.1177b/","http://lccn.loc.gov/2008677029","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677030/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","armbruster, herman (team member)","st. paul","minor league","baseball cards","relief prints","color","","","","","","","1131","bbc","catalog","baseball-cards","","[Herman Armbruster, St. Paul Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:13.084Z","pictures","catalog","2016-05-17T21:36:29.083Z","1909","","LOT 13163-18, no. 509 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677030/","False","//cdn.loc.gov/service/pnp/bbc/1100/1170/1178f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1170/1178ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1170/1178f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1170/1178fr.jpg#h=640&w=356","//cdn.loc.gov/service/pnp/bbc/1100/1170/1178fv.jpg#h=1024&w=570","http://www.loc.gov/pictures/collection/bbc/item/2008677030/","http://hdl.loc.gov/loc.pnp/bbc.1178b","http://www.loc.gov/item/2008677030/","http://www.loc.gov/pictures/item/2008677030/","http://hdl.loc.gov/loc.pnp/bbc.1178f","http://www.loc.gov/resource/bbc.1178f/","http://www.loc.gov/resource/bbc.1178b/","http://lccn.loc.gov/2008677030","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008675178/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","johnny evers (team member)","chicago cubs","chicago","national league","second baseman","baseball cards","relief prints","color","","","","","1132","bbc","catalog","baseball-cards","","[Johnny Evers, Chicago Cubs, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:00.587Z","pictures","catalog","2016-05-17T21:36:26.353Z","1909","","LOT 13163-18, no. 51 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008675178/","False","//cdn.loc.gov/service/pnp/bbc/0700/0720/0720f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0700/0720/0720f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0700/0720/0720ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0700/0720/0720fr.jpg#h=640&w=354","//cdn.loc.gov/service/pnp/bbc/0700/0720/0720fv.jpg#h=1024&w=567","http://www.loc.gov/pictures/collection/bbc/item/2008675178/","http://hdl.loc.gov/loc.pnp/bbc.0720b","http://www.loc.gov/item/2008675178/","http://www.loc.gov/pictures/item/2008675178/","http://hdl.loc.gov/loc.pnp/bbc.0720f","http://www.loc.gov/resource/bbc.0720f/","http://www.loc.gov/resource/bbc.0720b/","http://lccn.loc.gov/2008675178","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677031/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","peter o'brien (team member)","st. paul","minor league","baseball cards","relief prints","color","","","","","","","1133","bbc","catalog","baseball-cards","","[Peter O'Brien, St. Paul Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:29.416Z","pictures","catalog","2016-05-17T21:36:29.617Z","1909","","LOT 13163-18, no. 510 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677031/","False","//cdn.loc.gov/service/pnp/bbc/1100/1170/1179f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1170/1179f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1170/1179ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1170/1179fr.jpg#h=640&w=362","//cdn.loc.gov/service/pnp/bbc/1100/1170/1179fv.jpg#h=1024&w=579","http://www.loc.gov/pictures/collection/bbc/item/2008677031/","http://hdl.loc.gov/loc.pnp/bbc.1179b","http://www.loc.gov/item/2008677031/","http://www.loc.gov/pictures/item/2008677031/","http://hdl.loc.gov/loc.pnp/bbc.1179f","http://www.loc.gov/resource/bbc.1179f/","http://www.loc.gov/resource/bbc.1179b/","http://lccn.loc.gov/2008677031","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677032/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","abbott, fred (team member)","toledo","minor league","baseball cards","relief prints","color","","","","","","","1134","bbc","catalog","baseball-cards","","[Fred Abbott, Toledo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:29.416Z","pictures","catalog","2016-05-17T21:36:29.617Z","1909","","LOT 13163-18, no. 511 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677032/","False","//cdn.loc.gov/service/pnp/bbc/1100/1180/1180f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1180/1180f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1180/1180ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1180/1180fr.jpg#h=640&w=355","//cdn.loc.gov/service/pnp/bbc/1100/1180/1180fv.jpg#h=1024&w=568","http://www.loc.gov/pictures/collection/bbc/item/2008677032/","http://hdl.loc.gov/loc.pnp/bbc.1180b","http://www.loc.gov/item/2008677032/","http://www.loc.gov/pictures/item/2008677032/","http://hdl.loc.gov/loc.pnp/bbc.1180f","http://www.loc.gov/resource/bbc.1180f/","http://www.loc.gov/resource/bbc.1180b/","http://lccn.loc.gov/2008677032","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677033/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","freeman, jerry (team member)","toledo","minor league","baseball cards","relief prints","color","","","","","","","1135","bbc","catalog","baseball-cards","","[Jerry Freeman, Toledo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:29.416Z","pictures","catalog","2016-05-17T21:36:29.617Z","1909","","LOT 13163-18, no. 512 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677033/","False","//cdn.loc.gov/service/pnp/bbc/1100/1180/1181f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1180/1181f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1180/1181ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1180/1181fr.jpg#h=640&w=359","//cdn.loc.gov/service/pnp/bbc/1100/1180/1181fv.jpg#h=1024&w=574","http://www.loc.gov/pictures/collection/bbc/item/2008677033/","http://hdl.loc.gov/loc.pnp/bbc.1181b","http://www.loc.gov/item/2008677033/","http://www.loc.gov/pictures/item/2008677033/","http://hdl.loc.gov/loc.pnp/bbc.1181f","http://www.loc.gov/resource/bbc.1181f/","http://www.loc.gov/resource/bbc.1181b/","http://lccn.loc.gov/2008677033","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677034/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","hinchman, harry (team member)","toledo","minor league","baseball cards","relief prints","color","","","","","","","1136","bbc","catalog","baseball-cards","","[Harry Hinchman, Toledo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:29.416Z","pictures","catalog","2016-05-17T21:36:29.617Z","1909","","LOT 13163-18, no. 513 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677034/","False","//cdn.loc.gov/service/pnp/bbc/1100/1180/1182f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1180/1182ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1180/1182f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1180/1182fr.jpg#h=640&w=357","//cdn.loc.gov/service/pnp/bbc/1100/1180/1182fv.jpg#h=1024&w=571","http://www.loc.gov/pictures/collection/bbc/item/2008677034/","http://hdl.loc.gov/loc.pnp/bbc.1182b","http://www.loc.gov/item/2008677034/","http://www.loc.gov/pictures/item/2008677034/","http://hdl.loc.gov/loc.pnp/bbc.1182f","http://www.loc.gov/resource/bbc.1182f/","http://www.loc.gov/resource/bbc.1182b/","http://lccn.loc.gov/2008677034","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677035/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","lattimore, bill (team member)","toledo","minor league","baseball cards","relief prints","color","","","","","","","1137","bbc","catalog","baseball-cards","","[Bill Lattimore, Toledo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:29.416Z","pictures","catalog","2016-05-17T21:36:29.617Z","1909","","LOT 13163-18, no. 514 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677035/","False","//cdn.loc.gov/service/pnp/bbc/1100/1180/1183f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1180/1183f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1180/1183ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1180/1183fr.jpg#h=640&w=363","//cdn.loc.gov/service/pnp/bbc/1100/1180/1183fv.jpg#h=1024&w=581","http://www.loc.gov/pictures/collection/bbc/item/2008677035/","http://hdl.loc.gov/loc.pnp/bbc.1183b","http://www.loc.gov/item/2008677035/","http://www.loc.gov/pictures/item/2008677035/","http://hdl.loc.gov/loc.pnp/bbc.1183f","http://www.loc.gov/resource/bbc.1183f/","http://www.loc.gov/resource/bbc.1183b/","http://lccn.loc.gov/2008677035","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677036/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","wright, lucky (team member)","toledo","minor league","baseball cards","relief prints","color","","","","","","","1138","bbc","catalog","baseball-cards","","[Lucky Wright, Toledo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:29.416Z","pictures","catalog","2016-05-17T21:36:29.617Z","1909","","LOT 13163-18, no. 515 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677036/","False","//cdn.loc.gov/service/pnp/bbc/1100/1180/1184f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1180/1184ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1180/1184f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1180/1184fr.jpg#h=640&w=356","//cdn.loc.gov/service/pnp/bbc/1100/1180/1184fv.jpg#h=1024&w=570","http://www.loc.gov/pictures/collection/bbc/item/2008677036/","http://hdl.loc.gov/loc.pnp/bbc.1184b","http://www.loc.gov/item/2008677036/","http://www.loc.gov/pictures/item/2008677036/","http://hdl.loc.gov/loc.pnp/bbc.1184f","http://www.loc.gov/resource/bbc.1184f/","http://www.loc.gov/resource/bbc.1184b/","http://lccn.loc.gov/2008677036","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677037/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","grimshaw, moose (team member)","toronto","minor league","baseball cards","relief prints","color","","","","","","","1139","bbc","catalog","baseball-cards","","[Moose Grimshaw, Toronto Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:29.416Z","pictures","catalog","2016-05-17T21:36:29.617Z","1909","","LOT 13163-18, no. 516 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677037/","False","//cdn.loc.gov/service/pnp/bbc/1100/1180/1185f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1180/1185f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1180/1185ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1180/1185fr.jpg#h=640&w=355","//cdn.loc.gov/service/pnp/bbc/1100/1180/1185fv.jpg#h=1024&w=568","http://www.loc.gov/pictures/collection/bbc/item/2008677037/","http://hdl.loc.gov/loc.pnp/bbc.1185b","http://www.loc.gov/item/2008677037/","http://www.loc.gov/pictures/item/2008677037/","http://hdl.loc.gov/loc.pnp/bbc.1185f","http://www.loc.gov/resource/bbc.1185f/","http://www.loc.gov/resource/bbc.1185b/","http://lccn.loc.gov/2008677037","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677038/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","kelley, joe (team member)","toronto","minor league","baseball cards","relief prints","color","","","","","","","1140","bbc","catalog","baseball-cards","","[Joe Kelley, Toronto Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:29.416Z","pictures","catalog","2016-05-17T21:36:29.617Z","1909","","LOT 13163-18, no. 517 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677038/","False","//cdn.loc.gov/service/pnp/bbc/1100/1180/1186f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1180/1186f_150px.jpg#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/1100/1180/1186ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/1100/1180/1186fr.jpg#h=640&w=369","//cdn.loc.gov/service/pnp/bbc/1100/1180/1186fv.jpg#h=1024&w=590","http://www.loc.gov/pictures/collection/bbc/item/2008677038/","http://hdl.loc.gov/loc.pnp/bbc.1186b","http://www.loc.gov/item/2008677038/","http://www.loc.gov/pictures/item/2008677038/","http://hdl.loc.gov/loc.pnp/bbc.1186f","http://www.loc.gov/resource/bbc.1186f/","http://www.loc.gov/resource/bbc.1186b/","http://lccn.loc.gov/2008677038","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677039/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mcginley, jim (team member)","toronto","minor league","baseball cards","relief prints","color","","","","","","","1141","bbc","catalog","baseball-cards","","[Jim McGinley, Toronto Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:29.416Z","pictures","catalog","2016-05-17T21:36:29.617Z","1909","","LOT 13163-18, no. 518 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677039/","False","//cdn.loc.gov/service/pnp/bbc/1100/1180/1187f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1180/1187f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1100/1180/1187ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1100/1180/1187fr.jpg#h=640&w=350","//cdn.loc.gov/service/pnp/bbc/1100/1180/1187fv.jpg#h=1024&w=560","http://www.loc.gov/pictures/collection/bbc/item/2008677039/","http://hdl.loc.gov/loc.pnp/bbc.1187b","http://www.loc.gov/item/2008677039/","http://www.loc.gov/pictures/item/2008677039/","http://hdl.loc.gov/loc.pnp/bbc.1187f","http://www.loc.gov/resource/bbc.1187f/","http://www.loc.gov/resource/bbc.1187b/","http://lccn.loc.gov/2008677039","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677040/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mitchell, fred (team member)","toronto","minor league","baseball cards","relief prints","color","","","","","","","1142","bbc","catalog","baseball-cards","","[Fred Mitchell, Toronto Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:29.416Z","pictures","catalog","2016-05-17T21:36:29.617Z","1909","","LOT 13163-18, no. 519 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677040/","False","//cdn.loc.gov/service/pnp/bbc/1100/1180/1188f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1180/1188f_150px.jpg#h=150&w=87","//cdn.loc.gov/service/pnp/bbc/1100/1180/1188ft.gif#h=150&w=87","//cdn.loc.gov/service/pnp/bbc/1100/1180/1188fr.jpg#h=640&w=370","//cdn.loc.gov/service/pnp/bbc/1100/1180/1188fv.jpg#h=1024&w=592","http://www.loc.gov/pictures/collection/bbc/item/2008677040/","http://hdl.loc.gov/loc.pnp/bbc.1188b","http://www.loc.gov/item/2008677040/","http://www.loc.gov/pictures/item/2008677040/","http://hdl.loc.gov/loc.pnp/bbc.1188f","http://www.loc.gov/resource/bbc.1188f/","http://www.loc.gov/resource/bbc.1188b/","http://lccn.loc.gov/2008677040","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008675179/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","hofman, solly (team member)","chicago cubs","chicago","national league","center fielder","baseball cards","relief prints","color","","","","","1143","bbc","catalog","baseball-cards","","[Solly Hoffman, Chicago Cubs, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:00.587Z","pictures","catalog","2016-05-17T21:36:26.353Z","1909","","LOT 13163-18, no. 52 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008675179/","False","//cdn.loc.gov/service/pnp/bbc/0700/0720/0721f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0700/0720/0721f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0700/0720/0721ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0700/0720/0721fr.jpg#h=640&w=353","//cdn.loc.gov/service/pnp/bbc/0700/0720/0721fv.jpg#h=1024&w=565","http://www.loc.gov/pictures/collection/bbc/item/2008675179/","http://hdl.loc.gov/loc.pnp/bbc.0721b","http://www.loc.gov/item/2008675179/","http://www.loc.gov/pictures/item/2008675179/","http://hdl.loc.gov/loc.pnp/bbc.0721f","http://www.loc.gov/resource/bbc.0721f/","http://www.loc.gov/resource/bbc.0721b/","http://lccn.loc.gov/2008675179","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677041/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","rudolph, dick (team member)","toronto","minor league","baseball cards","relief prints","color","","","","","","","1144","bbc","catalog","baseball-cards","","[Dick Rudolph, Toronto Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:29.416Z","pictures","catalog","2016-05-17T21:36:29.617Z","1909","","LOT 13163-18, no. 520 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677041/","False","//cdn.loc.gov/service/pnp/bbc/1100/1180/1189f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1180/1189f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1180/1189ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1180/1189fr.jpg#h=640&w=355","//cdn.loc.gov/service/pnp/bbc/1100/1180/1189fv.jpg#h=1024&w=568","http://www.loc.gov/pictures/collection/bbc/item/2008677041/","http://hdl.loc.gov/loc.pnp/bbc.1189b","http://www.loc.gov/item/2008677041/","http://www.loc.gov/pictures/item/2008677041/","http://hdl.loc.gov/loc.pnp/bbc.1189f","http://www.loc.gov/resource/bbc.1189f/","http://www.loc.gov/resource/bbc.1189b/","http://lccn.loc.gov/2008677041","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008675180/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","howard, del (team member)","chicago cubs","chicago","national league","first baseman","baseball cards","relief prints","color","","","","","1145","bbc","catalog","baseball-cards","","[Del Howard, Chicago Cubs, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:00.587Z","pictures","catalog","2016-05-17T21:36:26.353Z","1909","","LOT 13163-18, no. 53 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008675180/","False","//cdn.loc.gov/service/pnp/bbc/0700/0720/0722f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0700/0720/0722f_150px.jpg#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/0700/0720/0722ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/0700/0720/0722fr.jpg#h=640&w=367","//cdn.loc.gov/service/pnp/bbc/0700/0720/0722fv.jpg#h=1024&w=586","http://www.loc.gov/pictures/collection/bbc/item/2008675180/","http://hdl.loc.gov/loc.pnp/bbc.0722b","http://www.loc.gov/item/2008675180/","http://www.loc.gov/pictures/item/2008675180/","http://hdl.loc.gov/loc.pnp/bbc.0722f","http://www.loc.gov/resource/bbc.0722f/","http://www.loc.gov/resource/bbc.0722b/","http://lccn.loc.gov/2008675180","","","","","","","","",""
