"access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","subject__013","subject__014","subject__015","index","group__001","group__002","group__003","group__004","title","online_format__-","location__-","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016","aka__017"
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685677/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","donovan, wild bill (team member)","detroit tigers","detroit","american league","pitcher","baseball cards","chromolithographs","color","","","","","","","","1704","bbc","catalog","baseball-cards","","[Wild Bill Donovan, Detroit Tigers, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 68 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685677/","False","//cdn.loc.gov/service/pnp/bbc/1700/1710/1713f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1710/1713f_150px.jpg#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1710/1713ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1710/1713fr.jpg#h=640&w=466","//cdn.loc.gov/service/pnp/bbc/1700/1710/1713fv.jpg#h=1024&w=746","http://www.loc.gov/pictures/collection/bbc/item/2007685677/","http://hdl.loc.gov/loc.pnp/bbc.1713b","http://www.loc.gov/item/2007685677/","http://www.loc.gov/pictures/item/2007685677/","http://hdl.loc.gov/loc.pnp/bbc.1713f","http://www.loc.gov/resource/bbc.1713f/","http://www.loc.gov/resource/bbc.1713b/","http://lccn.loc.gov/2007685677","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685678/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","jennings, hughie (team member)","detroit tigers","detroit","american league","second baseman","baseball cards","chromolithographs","color","","","","","","","","1705","bbc","catalog","baseball-cards","","[Hughie Jennings, Detroit Tigers, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 69 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685678/","False","//cdn.loc.gov/service/pnp/bbc/1700/1710/1714f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1710/1714f_150px.jpg#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1710/1714ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1710/1714fr.jpg#h=640&w=465","//cdn.loc.gov/service/pnp/bbc/1700/1710/1714fv.jpg#h=1024&w=744","http://www.loc.gov/pictures/collection/bbc/item/2007685678/","http://hdl.loc.gov/loc.pnp/bbc.1714b","http://www.loc.gov/item/2007685678/","http://www.loc.gov/pictures/item/2007685678/","http://hdl.loc.gov/loc.pnp/bbc.1714f","http://www.loc.gov/resource/bbc.1714f/","http://www.loc.gov/resource/bbc.1714b/","http://lccn.loc.gov/2007685678","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685606/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mcintire, harry (team member)","brooklyn superbas","brooklyn","national league","pitcher","baseball cards","chromolithographs","color","","","","","","","","1706","bbc","catalog","baseball-cards","","[McIntire, Brooklyn Superbas, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:35.889Z","pictures","catalog","2016-05-17T21:36:21.436Z","1911","","LOT 13163-29, no. 7 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685606/","False","//cdn.loc.gov/service/pnp/bbc/1600/1650/1652f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1600/1650/1652f_150px.jpg#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1600/1650/1652ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1600/1650/1652fr.jpg#h=640&w=463","//cdn.loc.gov/service/pnp/bbc/1600/1650/1652fv.jpg#h=1024&w=741","http://www.loc.gov/pictures/collection/bbc/item/2007685606/","http://hdl.loc.gov/loc.pnp/bbc.1652b","http://www.loc.gov/item/2007685606/","http://www.loc.gov/pictures/item/2007685606/","http://hdl.loc.gov/loc.pnp/bbc.1652f","http://www.loc.gov/resource/bbc.1652f/","http://www.loc.gov/resource/bbc.1652b/","http://lccn.loc.gov/2007685606","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685679/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","jones, davy (team member)","detroit tigers","detroit","american league","outfielder","baseball cards","chromolithographs","color","","","","","","","","1707","bbc","catalog","baseball-cards","","[D. Jones, Detroit Tigers, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 70 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685679/","False","//cdn.loc.gov/service/pnp/bbc/1700/1710/1715f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1710/1715f_150px.jpg#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1710/1715ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1710/1715fr.jpg#h=640&w=464","//cdn.loc.gov/service/pnp/bbc/1700/1710/1715fv.jpg#h=1024&w=743","http://www.loc.gov/pictures/collection/bbc/item/2007685679/","http://hdl.loc.gov/loc.pnp/bbc.1715b","http://www.loc.gov/item/2007685679/","http://www.loc.gov/pictures/item/2007685679/","http://hdl.loc.gov/loc.pnp/bbc.1715f","http://www.loc.gov/resource/bbc.1715f/","http://www.loc.gov/resource/bbc.1715b/","http://lccn.loc.gov/2007685679","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685680/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mcintyre, matty (team member)","detroit tigers","detroit","american league","outfielder","baseball cards","chromolithographs","color","","","","","","","","1708","bbc","catalog","baseball-cards","","[Matty McIntyre, Detroit Tigers, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 71 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685680/","False","//cdn.loc.gov/service/pnp/bbc/1700/1710/1716f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1710/1716f_150px.jpg#h=150&w=106","//cdn.loc.gov/service/pnp/bbc/1700/1710/1716ft.gif#h=150&w=106","//cdn.loc.gov/service/pnp/bbc/1700/1710/1716fr.jpg#h=640&w=452","//cdn.loc.gov/service/pnp/bbc/1700/1710/1716fv.jpg#h=1024&w=724","http://www.loc.gov/pictures/collection/bbc/item/2007685680/","http://hdl.loc.gov/loc.pnp/bbc.1716b","http://www.loc.gov/item/2007685680/","http://www.loc.gov/pictures/item/2007685680/","http://hdl.loc.gov/loc.pnp/bbc.1716f","http://www.loc.gov/resource/bbc.1716f/","http://www.loc.gov/resource/bbc.1716b/","http://lccn.loc.gov/2007685680","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685681/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mullin, george (team member)","detroit tigers","detroit","american league","pitcher","baseball cards","chromolithographs","color","","","","","","","","1709","bbc","catalog","baseball-cards","","[George Mullin, Detroit Tigers, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 72 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685681/","False","//cdn.loc.gov/service/pnp/bbc/1700/1710/1717f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1710/1717f_150px.jpg#h=150&w=108","//cdn.loc.gov/service/pnp/bbc/1700/1710/1717ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1710/1717fr.jpg#h=640&w=463","//cdn.loc.gov/service/pnp/bbc/1700/1710/1717fv.jpg#h=1024&w=740","http://www.loc.gov/pictures/collection/bbc/item/2007685681/","http://hdl.loc.gov/loc.pnp/bbc.1717b","http://www.loc.gov/item/2007685681/","http://www.loc.gov/pictures/item/2007685681/","http://hdl.loc.gov/loc.pnp/bbc.1717f","http://www.loc.gov/resource/bbc.1717f/","http://www.loc.gov/resource/bbc.1717b/","http://lccn.loc.gov/2007685681","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685682/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","schmidt, boss (team member)","detroit tigers","detroit","american league","catcher","baseball cards","chromolithographs","color","","","","","","","","1710","bbc","catalog","baseball-cards","","[Boss Schmidt, Detroit Tigers, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 73 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685682/","False","//cdn.loc.gov/service/pnp/bbc/1700/1710/1718f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1710/1718f_150px.jpg#h=106&w=150","//cdn.loc.gov/service/pnp/bbc/1700/1710/1718ft.gif#h=106&w=150","//cdn.loc.gov/service/pnp/bbc/1700/1710/1718fr.jpg#h=453&w=640","//cdn.loc.gov/service/pnp/bbc/1700/1710/1718fv.jpg#h=725&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685682/","http://hdl.loc.gov/loc.pnp/bbc.1718b","http://www.loc.gov/item/2007685682/","http://www.loc.gov/pictures/item/2007685682/","http://hdl.loc.gov/loc.pnp/bbc.1718f","http://www.loc.gov/resource/bbc.1718f/","http://www.loc.gov/resource/bbc.1718b/","http://lccn.loc.gov/2007685682","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685683/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","chase, hal (team member)","new york highlanders","new york","american league","first baseman","baseball cards","chromolithographs","color","","","","","","","","1711","bbc","catalog","baseball-cards","","[Hal Chase, New York Highlanders, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 74 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685683/","False","//cdn.loc.gov/service/pnp/bbc/1700/1710/1719f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1710/1719f_150px.jpg#h=150&w=108","//cdn.loc.gov/service/pnp/bbc/1700/1710/1719ft.gif#h=150&w=108","//cdn.loc.gov/service/pnp/bbc/1700/1710/1719fr.jpg#h=640&w=461","//cdn.loc.gov/service/pnp/bbc/1700/1710/1719fv.jpg#h=1024&w=737","http://www.loc.gov/pictures/collection/bbc/item/2007685683/","http://hdl.loc.gov/loc.pnp/bbc.1719b","http://www.loc.gov/item/2007685683/","http://www.loc.gov/pictures/item/2007685683/","http://hdl.loc.gov/loc.pnp/bbc.1719f","http://www.loc.gov/resource/bbc.1719f/","http://www.loc.gov/resource/bbc.1719b/","http://lccn.loc.gov/2007685683","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685684/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","criger, lou (team member)","new york highlanders","new york","american league","catcher","baseball cards","chromolithographs","color","","","","","","","","1712","bbc","catalog","baseball-cards","","[Lou Criger, New York Highlanders, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 75 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685684/","False","//cdn.loc.gov/service/pnp/bbc/1700/1720/1720f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1720/1720f_150px.jpg#h=150&w=106","//cdn.loc.gov/service/pnp/bbc/1700/1720/1720ft.gif#h=150&w=106","//cdn.loc.gov/service/pnp/bbc/1700/1720/1720fr.jpg#h=640&w=454","//cdn.loc.gov/service/pnp/bbc/1700/1720/1720fv.jpg#h=1024&w=727","http://www.loc.gov/pictures/collection/bbc/item/2007685684/","http://hdl.loc.gov/loc.pnp/bbc.1720b","http://www.loc.gov/item/2007685684/","http://www.loc.gov/pictures/item/2007685684/","http://hdl.loc.gov/loc.pnp/bbc.1720f","http://www.loc.gov/resource/bbc.1720f/","http://www.loc.gov/resource/bbc.1720b/","http://lccn.loc.gov/2007685684","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685685/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","kleinow, red (team member)","new york highlanders","new york","american league","catcher","baseball cards","chromolithographs","color","","","","","","","","1713","bbc","catalog","baseball-cards","","[Red Kleinow, New York Highlanders, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 76 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685685/","False","//cdn.loc.gov/service/pnp/bbc/1700/1720/1721f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1720/1721f_150px.jpg#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1721ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1721fr.jpg#h=640&w=464","//cdn.loc.gov/service/pnp/bbc/1700/1720/1721fv.jpg#h=1024&w=742","http://www.loc.gov/pictures/collection/bbc/item/2007685685/","http://hdl.loc.gov/loc.pnp/bbc.1721b","http://www.loc.gov/item/2007685685/","http://www.loc.gov/pictures/item/2007685685/","http://hdl.loc.gov/loc.pnp/bbc.1721f","http://www.loc.gov/resource/bbc.1721f/","http://www.loc.gov/resource/bbc.1721b/","http://lccn.loc.gov/2007685685","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685686/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","manning, rube (team member)","new york highlanders","new york","american league","pitcher","baseball cards","chromolithographs","color","","","","","","","","1714","bbc","catalog","baseball-cards","","[Rube Manning, New York Highlanders, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 77 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685686/","False","//cdn.loc.gov/service/pnp/bbc/1700/1720/1722f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1720/1722f_150px.jpg#h=150&w=108","//cdn.loc.gov/service/pnp/bbc/1700/1720/1722ft.gif#h=150&w=108","//cdn.loc.gov/service/pnp/bbc/1700/1720/1722fr.jpg#h=640&w=460","//cdn.loc.gov/service/pnp/bbc/1700/1720/1722fv.jpg#h=1024&w=735","http://www.loc.gov/pictures/collection/bbc/item/2007685686/","http://hdl.loc.gov/loc.pnp/bbc.1722b","http://www.loc.gov/item/2007685686/","http://www.loc.gov/pictures/item/2007685686/","http://hdl.loc.gov/loc.pnp/bbc.1722f","http://www.loc.gov/resource/bbc.1722f/","http://www.loc.gov/resource/bbc.1722b/","http://lccn.loc.gov/2007685686","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685687/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","baker, frank (team member)","philadelphia athletics","philadelphia","american league","third baseman","baseball cards","chromolithographs","color","","","","","","","","1715","bbc","catalog","baseball-cards","","[Frank Baker, Philadelphia Athletics, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 78 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685687/","False","//cdn.loc.gov/service/pnp/bbc/1700/1720/1723f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1720/1723f_150px.jpg#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1723ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1723fr.jpg#h=640&w=467","//cdn.loc.gov/service/pnp/bbc/1700/1720/1723fv.jpg#h=1024&w=746","http://www.loc.gov/pictures/collection/bbc/item/2007685687/","http://hdl.loc.gov/loc.pnp/bbc.1723b","http://www.loc.gov/item/2007685687/","http://www.loc.gov/pictures/item/2007685687/","http://hdl.loc.gov/loc.pnp/bbc.1723f","http://www.loc.gov/resource/bbc.1723f/","http://www.loc.gov/resource/bbc.1723b/","http://lccn.loc.gov/2007685687","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685688/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","bender, chief (team member)","philadelphia athletics","philadelphia","american league","pitcher","baseball cards","chromolithographs","color","","","","","","","","1716","bbc","catalog","baseball-cards","","[Chief Bender, Philadelphia Athletics, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 79 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685688/","False","//cdn.loc.gov/service/pnp/bbc/1700/1720/1724f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1720/1724f_150px.jpg#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1724ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1724fr.jpg#h=640&w=467","//cdn.loc.gov/service/pnp/bbc/1700/1720/1724fv.jpg#h=1024&w=747","http://www.loc.gov/pictures/collection/bbc/item/2007685688/","http://hdl.loc.gov/loc.pnp/bbc.1724b","http://www.loc.gov/item/2007685688/","http://www.loc.gov/pictures/item/2007685688/","http://hdl.loc.gov/loc.pnp/bbc.1724f","http://hdl.loc.gov/loc.pnp/bbc.3c34593","http://www.loc.gov/resource/bbc.1724f/","http://www.loc.gov/resource/bbc.1724b/","http://www.loc.gov/resource/cph.3c34593/","http://www.loc.gov/resource/bbc.3c34593/","http://lccn.loc.gov/2007685688","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685607/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","rucker, nap (team member)","brooklyn dodgers","brooklyn","national league","pitcher","baseball cards","chromolithographs","color","","","","","","","","1717","bbc","catalog","baseball-cards","","[Nap Rucker, Brooklyn Dodgers, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:35.889Z","pictures","catalog","2016-05-17T21:36:21.436Z","1911","","LOT 13163-29, no. 8 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685607/","False","//cdn.loc.gov/service/pnp/bbc/1600/1650/1653f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1600/1650/1653f_150px.jpg#h=150&w=108","//cdn.loc.gov/service/pnp/bbc/1600/1650/1653ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1600/1650/1653fr.jpg#h=640&w=463","//cdn.loc.gov/service/pnp/bbc/1600/1650/1653fv.jpg#h=1024&w=740","http://www.loc.gov/pictures/collection/bbc/item/2007685607/","http://hdl.loc.gov/loc.pnp/bbc.1653b","http://hdl.loc.gov/loc.pnp/cph.3g07038","http://www.loc.gov/item/2007685607/","http://www.loc.gov/pictures/item/2007685607/","http://hdl.loc.gov/loc.pnp/bbc.1653f","http://hdl.loc.gov/loc.pnp/cph.3g07025","http://www.loc.gov/resource/bbc.1653f/","http://www.loc.gov/resource/bbc.1653b/","http://www.loc.gov/resource/cph.3g07025/","http://www.loc.gov/resource/cph.3g07038/","http://lccn.loc.gov/2007685607","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685689/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","collins, eddie (team member)","philadelphia athletics","philadelphia","american league","second baseman","baseball cards","chromolithographs","color","","","","","","","","1718","bbc","catalog","baseball-cards","","[Eddie Collins, Philadelphia Athletics, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 80 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685689/","False","//cdn.loc.gov/service/pnp/bbc/1700/1720/1725f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1720/1725f_150px.jpg#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1725ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1725fr.jpg#h=640&w=464","//cdn.loc.gov/service/pnp/bbc/1700/1720/1725fv.jpg#h=1024&w=743","http://www.loc.gov/pictures/collection/bbc/item/2007685689/","http://hdl.loc.gov/loc.pnp/bbc.1725b","http://www.loc.gov/item/2007685689/","http://www.loc.gov/pictures/item/2007685689/","http://hdl.loc.gov/loc.pnp/bbc.1725f","http://www.loc.gov/resource/bbc.1725f/","http://www.loc.gov/resource/bbc.1725b/","http://lccn.loc.gov/2007685689","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685700/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","krause, harry (team member)","philadelphia athletics","philadelphia","american league","pitcher","baseball cards","chromolithographs","color","","","","","","","","1719","bbc","catalog","baseball-cards","","[Harry Krause, Philadelphia Athletics, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 81 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685700/","False","//cdn.loc.gov/service/pnp/bbc/1700/1720/1726f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1720/1726f_150px.jpg#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1726ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1726fr.jpg#h=640&w=464","//cdn.loc.gov/service/pnp/bbc/1700/1720/1726fv.jpg#h=1024&w=742","http://www.loc.gov/pictures/collection/bbc/item/2007685700/","http://hdl.loc.gov/loc.pnp/bbc.1726b","http://www.loc.gov/item/2007685700/","http://www.loc.gov/pictures/item/2007685700/","http://hdl.loc.gov/loc.pnp/bbc.1726f","http://www.loc.gov/resource/bbc.1726f/","http://www.loc.gov/resource/bbc.1726b/","http://lccn.loc.gov/2007685700","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007685701/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","thomas, ira (team member)","philadelphia athletics","philadelphia","american league","catcher","baseball cards","chromolithographs","color","","","","","","","","1720","bbc","catalog","baseball-cards","","[Ira Thomas, Philadelphia Athletics, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph with hand-color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1911","","LOT 13163-29, no. 82 [P&P]","Turkey Red Cabinets (T3)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685701/","False","//cdn.loc.gov/service/pnp/bbc/1700/1720/1727f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1720/1727f_150px.jpg#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1727ft.gif#h=150&w=109","//cdn.loc.gov/service/pnp/bbc/1700/1720/1727fr.jpg#h=640&w=465","//cdn.loc.gov/service/pnp/bbc/1700/1720/1727fv.jpg#h=1024&w=744","http://www.loc.gov/pictures/collection/bbc/item/2007685701/","http://hdl.loc.gov/loc.pnp/bbc.1727b","http://www.loc.gov/item/2007685701/","http://www.loc.gov/pictures/item/2007685701/","http://hdl.loc.gov/loc.pnp/bbc.1727f","http://www.loc.gov/resource/bbc.1727f/","http://www.loc.gov/resource/bbc.1727b/","http://lccn.loc.gov/2007685701","","","","","","","","",""
