"location_w__001","location_w__002","location_w__003","contributor_w__-","access_restricted","original_format__001","original_format__002","original_format__003","contributor__001","contributor__002","contributor__003","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","number__-","group__001","group__002","group__003","group__004","group__005","group__006","title","online_format__001","online_format__002","mime_type__001","mime_type__002","mime_type__003","mime_type__004","mime_type__005","location__001","location__002","number_former_id__-","location__003","location__004","digitized","description__-","timestamp","site__001","site__002","site__003","extract_timestamp","date","shelf_id","count","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","dates__-","language__-","url","items","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","partof_w__001","partof_w__002","partof_w__003","partof_w__004","partof_w__005","subject_w__001","subject_w__002","subject_w__003","subject_w__004","subject_w__005","subject_w__006","subject_w__007","subject_w__008","subject_w__009","subject_w__010"
"","","","","False","photo, print, drawing","","","sarony, major & knapp lith","boetticher, otto, approximately 1816","boetticher, otto","http://www.loc.gov/item/94508290/","prints and photographs division","popular graphic arts","civil war","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","catalog","american memory","united states","history","civil war","detention facilities","confederate","prisoners","union","baseball","north carolina","salisbury","lithographs","color","40","","pga","catalog","bbpix.mar","popular-graphic-arts","baseball-and-jackie-robinson","","Union prisoners at Salisbury, N.C.","image","","image/gif","image/jpg","image/tif","image/jpeg","","united states","salisbury","","north carolina","","True","1 print : color lithograph ; image 53 x 95.3 cm, on sheet 64 x 97.6 cm.","2017-10-21T17:40:49.275Z","pictures","catalog","ammem","2017-10-21T17:40:18.340Z","1863","PGA - Sarony, Major & Knapp--Union prisoners [...] (D size) [P&P]","","http://www.loc.gov/pictures/collection/pga/item/94508290/","http://hdl.loc.gov/loc.pnp/ppmsca.09312","http://hdl.loc.gov/loc.pnp/cph.3a04039","http://www.loc.gov/item/94508290/","http://www.loc.gov/pictures/item/94508290/","http://hdl.loc.gov/loc.pnp/pga.02608","http://hdl.loc.gov/loc.pnp/cph.3g03036","http://hdl.loc.gov/loc.pnp/cph.3j00133","http://www.loc.gov/resource/pga.02608/","http://www.loc.gov/resource/ppmsca.09312/","http://www.loc.gov/resource/cph.3g03036/","http://www.loc.gov/resource/cph.3a04039/","http://www.loc.gov/resource/cph.3j00133/","http://lccn.loc.gov/94508290","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ppmsca+09312))","1863-01-01T00:00:00Z","english","https://www.loc.gov/item/94508290/","","False","//cdn.loc.gov/service/pnp/ppmsca/09300/09312_150px.jpg","//cdn.loc.gov/service/pnp/pga/02600/02608_150px.jpg#h=99&w=150","//cdn.loc.gov/service/pnp/pga/02600/02608t.gif#h=99&w=150","//cdn.loc.gov/service/pnp/pga/02600/02608r.jpg#h=421&w=640","//cdn.loc.gov/service/pnp/pga/02600/02608v.jpg#h=674&w=1024","","","","","","","","","","","","","","",""
"","","","","False","photo, print, drawing","","","","","","http://www.loc.gov/item/97519104/","prints and photographs division","popular graphic arts","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","catalog","american memory","","cincinnati red stockings (baseball team)","baseball players","chromolithographs","color","portrait prints","","","","","","","","41","","pga","catalog","bbpix.mar","popular-graphic-arts","baseball-and-jackie-robinson","","First Nine of the Cincinnati (Red Stockings) Base Ball Club","image","","image/gif","image/jpg","image/tif","image/jpeg","","color","","","","","True","1 print : chromolithograph ; sheet 58.5 x 48 cm. | Print shows individual portraits of team members, each identified by name, around an image of a uniformed player leaning on a bat.","2017-10-21T17:40:49.275Z","pictures","catalog","ammem","2017-10-21T17:40:18.340Z","1869","PGA - Tuchfarber, Walkley & Moellmann--First Nine of the Cincinnati ... (C size) [P&P]","","http://www.loc.gov/pictures/collection/pga/item/97519104/","http://hdl.loc.gov/loc.pnp/cph.3g01291","http://www.loc.gov/item/97519104/","http://www.loc.gov/pictures/item/97519104/","http://hdl.loc.gov/loc.pnp/pga.04207","http://hdl.loc.gov/loc.pnp/cph.3a04743","http://www.loc.gov/resource/pga.04207/","http://www.loc.gov/resource/cph.3g01291/","http://www.loc.gov/resource/cph.3a04743/","http://lccn.loc.gov/97519104","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3g01291))","","","","","1869-01-01T00:00:00Z","english","https://www.loc.gov/item/97519104/","","False","//cdn.loc.gov/service/pnp/cph/3g00000/3g01000/3g01200/3g01291_150px.jpg","//cdn.loc.gov/service/pnp/pga/04200/04207_150px.jpg#h=150&w=122","//cdn.loc.gov/service/pnp/pga/04200/04207t.gif#h=150&w=122","//cdn.loc.gov/service/pnp/pga/04200/04207r.jpg#h=640&w=523","//cdn.loc.gov/service/pnp/pga/04200/04207v.jpg#h=1024&w=836","","","","","","","","","","","","","","",""
"","","","","False","photo, print, drawing","","","williamson, c. h. (charles h.)","","","http://www.loc.gov/item/92514548/","prints and photographs division","ph filing series photographs","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","baseball players","new york (state)","new york","albumen prints","group portraits","portrait photographs","","","","","","","42","","ph","bbpix.mar","catalog","ph-filing-series","baseball-and-jackie-robinson","","Champions of America","image","","image/gif","image/jpg","image/tif","image/jpeg","","new york","","","","","True","1 photographic print : albumen ; sheet 11.5 x 15.3 cm. | Early baseball card prototype showing ten members of the Atlantics of Brooklyn baseball club. From American Treasures exhibition: ""Baseball, America's national pastime, evolved from a child's game to an organized sport in the 1840s and 1850s. It was an urban sport, and the first teams were established in New York City and Brooklyn. By 1860 baseball had replaced cricket as the nation's most popular ball game. Before the Civil War, more than one hundred baseball teams played in the New York City area. During the war, the number of teams dwindled to fewer than thirty, but thousands of spectators flocked to games.    The Brooklyn Atlantics dominated early baseball by winning championships in 1861, 1864, and 1865. The Atlantics usually crushed their competition, scoring two or three times more runs than their opponents. The game was an amateur sport: according to the rules of the National Association of Base Ball Players, athletes could not accept wages to play ball, although gifts and jobs were sometimes offered as a means of compensation.    Baseball cards as we know them did not become commonplace until the 1880s. This early prototype is actually an original photograph mounted on a card. At the start of the 1865 season, the Atlantics presented opposing teams with framed photographs of the ""Champion Nine."" The Scottish-born photographer Charles H. Williamson opened a daguerreotype studio in Brooklyn in 1851, continuing to work as a photographer until his death in 1874.""","2017-10-21T17:35:44.876Z","pictures","ammem","catalog","2017-10-21T17:35:13.937Z","1865","PH - Williamson (C.), no. 1 (AA size) (LOCKED) [P&P]","","http://www.loc.gov/pictures/collection/ph/item/92514548/","http://hdl.loc.gov/loc.pnp/cph.3g04572","http://www.loc.gov/item/92514548/","http://www.loc.gov/pictures/item/92514548/","http://hdl.loc.gov/loc.pnp/ppmsca.09310","http://hdl.loc.gov/loc.pnp/cph.3b40721","http://www.loc.gov/resource/ppmsca.09310/","http://www.loc.gov/resource/cph.3g04572/","http://www.loc.gov/resource/cph.3b40721/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ppmsca+09310))","http://lccn.loc.gov/92514548","","","","","1865-01-01T00:00:00Z","english","https://www.loc.gov/item/92514548/","","False","//cdn.loc.gov/service/pnp/ppmsca/09300/09310_150px.jpg","//cdn.loc.gov/service/pnp/ppmsca/09300/09310_150px.jpg#h=114&w=150","//cdn.loc.gov/service/pnp/ppmsca/09300/09310t.gif#h=114&w=150","//cdn.loc.gov/service/pnp/ppmsca/09300/09310r.jpg#h=485&w=640","//cdn.loc.gov/service/pnp/ppmsca/09300/09310v.jpg#h=776&w=1024","","","","","","","","","","","","","","",""
"washington d.c.","","","","True","photo, print, drawing","","","","","","http://www.loc.gov/item/97518640/","prints and photographs division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","","baseball players","washington (d.c.)","baseball cards","photographic prints","portrait photographs","","","","","","","","43","","cph","bbpix.mar","catalog","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","Washington base ball club","image","","image/gif","image/jpg","image/tif","image/jpeg","","washington d.c.","","","","","True","1 photographic print. | Photograph of an uncut set of photographic cigarette cards.","2017-02-11T18:16:07.860Z","pictures","ammem","catalog","2017-02-10T21:27:14.683Z","1887","SSF - Sports--Baseball--1887  <item> [P&P]","","http://www.loc.gov/pictures/collection/cph/item/97518640/","http://www.loc.gov/item/97518640/","http://www.loc.gov/pictures/item/97518640/","http://hdl.loc.gov/loc.pnp/cph.3a04889","http://www.loc.gov/resource/cph.3a04889/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3a04889))","http://lccn.loc.gov/97518640","","","","","","","","","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/97518640/","","False","//cdn.loc.gov/service/pnp/cph/3a00000/3a04000/3a04800/3a04889_150px.jpg","//cdn.loc.gov/service/pnp/cph/3a00000/3a04000/3a04800/3a04889_150px.jpg#h=150&w=120","//cdn.loc.gov/service/pnp/cph/3a00000/3a04000/3a04800/3a04889t.gif#h=150&w=120","//cdn.loc.gov/service/pnp/cph/3a00000/3a04000/3a04800/3a04889r.jpg#h=750&w=601","","prints and photographs division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","baseball players","washington (d.c.)","baseball cards","photographic prints","portrait photographs","","","","",""
"united states","","","","False","photo, print, drawing","","","","","","http://www.loc.gov/item/89712597/","prints and photographs division","catalog","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","","","baseball players","baseball managers","baseball","united states","group portraits","photomontages","portrait photographs","","","","","","44","","cph","catalog","bbpix.mar","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","Baltimore and All-America base ball teams, California tour 1897","image","","image/gif","image/jpg","image/tif","image/jpeg","","united states","","","","","True","1 photographic print. | Composite of head-and-shoulders portraits of baseball players and managers.","2017-02-11T18:05:15.829Z","pictures","catalog","ammem","2017-02-10T21:25:31.651Z","1897","SSF - Sports--Baseball--1897 <item> [P&P]","","http://www.loc.gov/pictures/collection/cph/item/89712597/","http://hdl.loc.gov/loc.pnp/cph.3b43714","http://www.loc.gov/item/89712597/","http://www.loc.gov/pictures/item/89712597/","http://hdl.loc.gov/loc.pnp/ppmsca.18406","http://www.loc.gov/resource/ppmsca.18406/","http://www.loc.gov/resource/cph.3b43714/","http://lccn.loc.gov/89712597","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3b43714))","","","","","","","1897-01-01T00:00:00Z","english","https://www.loc.gov/item/89712597/","","False","//cdn.loc.gov/service/pnp/ppmsca/18400/18406_150px.jpg","//cdn.loc.gov/service/pnp/ppmsca/18400/18406_150px.jpg#h=109&w=150","//cdn.loc.gov/service/pnp/ppmsca/18400/18406t.gif#h=109&w=150","//cdn.loc.gov/service/pnp/ppmsca/18400/18406r.jpg#h=466&w=640","//cdn.loc.gov/service/pnp/ppmsca/18400/18406v.jpg#h=746&w=1024","prints and photographs division","catalog","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","","baseball players","baseball managers","baseball","united states","group portraits","photomontages","portrait photographs","","",""
"","","","","False","photo, print, drawing","","","","","","http://www.loc.gov/item/97518641/","prints and photographs division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","","african americans","sports","maine (battleship)","people","baseball players","group portraits","photographic prints","portrait photographs","","","","","45","","cph","bbpix.mar","catalog","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","""The Maine base ball club""--All blown up at Havana except no. 1 J.H. Bloomer","image","","image/gif","image/jpg","image/tif","image/jpeg","","","","","","","True","1 photographic print. | Photo shows the U.S.S. Maine baseball team including pitcher William Lambert (back row, far right) and John H. Bloomer (back row, far left).  All of the team members except for John Bloomer were killed in the explosion of the Maine on February 15, 1898. (Source: Flickr Commons project, 2009)","2017-02-11T18:16:07.860Z","pictures","ammem","catalog","2017-02-10T21:27:14.683Z","1898","SSF - Sports--Baseball--1898 [item] [P&P]","","http://www.loc.gov/pictures/collection/cph/item/97518641/","http://www.loc.gov/item/97518641/","http://www.loc.gov/pictures/item/97518641/","http://hdl.loc.gov/loc.pnp/cph.3a52824","http://www.loc.gov/resource/cph.3a52824/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3a52824))","http://lccn.loc.gov/97518641","","","","","","","","","1898-01-01T00:00:00Z","english","https://www.loc.gov/item/97518641/","","False","//cdn.loc.gov/service/pnp/cph/3a50000/3a52000/3a52800/3a52824_150px.jpg","//cdn.loc.gov/service/pnp/cph/3a50000/3a52000/3a52800/3a52824_150px.jpg#h=119&w=150","//cdn.loc.gov/service/pnp/cph/3a50000/3a52000/3a52800/3a52824t.gif#h=119&w=150","//cdn.loc.gov/service/pnp/cph/3a50000/3a52000/3a52800/3a52824r.jpg#h=593&w=750","","prints and photographs division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","african americans","sports","maine (battleship)","people","baseball players","group portraits","photographic prints","portrait photographs","",""
"ohio","new york","cleveland","","False","photo, print, drawing","","","","","","http://www.loc.gov/item/89712599/","prints and photographs division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","","baseball players","new york (state)","new york","ohio","cleveland","group portraits","photographic prints","portrait photographs","","","","","46","","cph","bbpix.mar","catalog","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","Wambsganss, and his tripple [sic] play victims, Kilduff, Mitchell & Miller of the Brooklyn B.B. Club","image","","image/gif","image/jpg","image/tif","image/jpeg","","ohio","new york","","cleveland","","True","1 photographic print. | Baseball players from Cleveland teams, and three members of Brooklyn team, posed standing, full-length, in front of stands.","2017-02-11T18:05:15.829Z","pictures","ammem","catalog","2017-02-10T21:25:31.651Z","1920","SSF - Sports--Baseball--1920 <item> [P&P]","","http://www.loc.gov/pictures/collection/cph/item/89712599/","http://www.loc.gov/item/89712599/","http://www.loc.gov/pictures/item/89712599/","http://hdl.loc.gov/loc.pnp/cph.3b43716","http://www.loc.gov/resource/cph.3b43716/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3b43716))","http://lccn.loc.gov/89712599","","","","","","","","","1920-01-01T00:00:00Z","english","https://www.loc.gov/item/89712599/","","False","//cdn.loc.gov/service/pnp/cph/3b40000/3b43000/3b43700/3b43716_150px.jpg","//cdn.loc.gov/service/pnp/cph/3b40000/3b43000/3b43700/3b43716_150px.jpg#h=102&w=150","//cdn.loc.gov/service/pnp/cph/3b40000/3b43000/3b43700/3b43716t.gif#h=102&w=150","//cdn.loc.gov/service/pnp/cph/3b40000/3b43000/3b43700/3b43716r.jpg#h=435&w=640","","prints and photographs division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","baseball players","new york (state)","new york","ohio","cleveland","group portraits","photographic prints","portrait photographs","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/about-this-collection/related-resources/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","47","","cms","managed-content","","","","","Related Resources - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","web page","","application/json","text/html","","","","","","","","","True","Selected Bibliography  This bibliography lists basic reference books for baseball history as well as titles that complement the special presentations Baseball, the Color Line, and Jackie Robinson, 1860s-1960s and Early Baseball Pictures, 1860s-1920s. The Library of Congress houses more than 3,000 books related to the subject of baseball. Collection materials include histories, biographies, rule books, instructional manuals, and novels. The Library of Congress call number and an International Standard Book Number (ISBN) are provided to help you locate these titles. Some of the titles listed in this bibliography are out of print. Visit your local library to find out more about these and other baseball books.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/about-this-collection/related-resources/","","http://www.loc.gov/collections/jackie-robinson-baseball/about-this-collection/related-resources/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/about-this-collection/related-resources/","","False","","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/about-this-collection/rights-and-access/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","48","","cms","managed-content","","","","","Rights and Access - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","web page","","application/json","text/html","","","","","","","","","True","Copyright and Other Restrictions  The Library of Congress is providing access to these materials for educational and research purposes. The written permission of the copyright owners and/or other rights holders (such as publicity and/or privacy rights) is required for distribution, reproduction, or other use of protected items beyond that allowed by fair use or other statutory exemptions.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/about-this-collection/rights-and-access/","","http://www.loc.gov/collections/jackie-robinson-baseball/about-this-collection/rights-and-access/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/about-this-collection/rights-and-access/","","False","","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","49","","cms","managed-content","","","","","Articles and Essays - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","web page","","application/json","text/html","","","","","","","","","True","Skip to main content menu Discover Services Visit Education Connect About Ask a Librarian Help Contact Search Online Catalog Copyright.gov Congress.gov Library of Congress Search All Formats Audio Recordings Books/Printed Material Films, Videos Legislation Manuscripts/Mixed","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/","","False","","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","50","","cms","managed-content","","","","","Baseball, the Color Line, and Jackie Robinson - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","Skip to main content menu Discover Services Visit Education Connect About Ask a Librarian Help Contact Search Online Catalog Copyright.gov Congress.gov Library of Congress Search All Formats Audio Recordings Books/Printed Material Films, Videos Legislation Manuscripts/Mixed","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/monarchs.jpg","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1860s-to-1890s/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","51","","cms","managed-content","","","","","Drawing the Color Line: 1860s to 1890s - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","Americans began playing baseball on informal teams, using local rules, in the early 1800s. By the 1860s, the sport, unrivaled in popularity, was being described as America's ""national pastime.""","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1860s-to-1890s/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1860s-to-1890s/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1860s-to-1890s/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/first-nine-of-cincinnati.jpg","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1900s-to-1930s/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","52","","cms","managed-content","","","","","1900s to 1930s - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","Professional African-American teams and short-lived ""negro leagues""  formed in the late 1800s. Some interracial games occurred when major  league white teams played black teams in barnstorming (exhibition)  games. However, during the early 1900s, blacks were not allowed to play  on white professional teams in the United States.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1900s-to-1930s/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1900s-to-1930s/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1900s-to-1930s/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/morrisbrown.gif","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1940-to-1946/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","53","","cms","managed-content","","","","","Breaking the Color Line: 1940 to 1946 - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","By the 1940s, organized baseball had been racially segregated for  many years. The black press and some of their white colleagues had long  campaigned for the integration of baseball. Wendell Smith of  The Pittsburgh Courier was especially vocal. World War II experiences prompted more people to question segregation practices.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1940-to-1946/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1940-to-1946/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1940-to-1946/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/monarchs.jpg","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1947-to-1956/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","54","","cms","managed-content","","","","","Robinson as a Dodger: 1947 to 1956 - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","When he began playing for the Dodgers in 1947, at age 28, Jackie  Robinson was older than the typical rookie. Baseball fans and players  reacted to Robinson with everything from unbridled enthusiasm evident in  newspaper headlines, to wariness and open hostility expressed in  beanball pitches and death threats. His athletic abilities prevailed  despite the intense pressures caused by breaking the ""color line.""  Robinson won respect and became a symbol of black opportunity.  The Sporting News, which had opposed blacks in the major leagues,  gave Robinson its first Rookie of the Year Award in 1947. The award was  renamed in Robinson's honor in 1987.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1947-to-1956/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1947-to-1956/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1947-to-1956/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/comiccover.jpg","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1957-to-1961/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","55","","cms","managed-content","","","","","Robinson's Later Career: 1957 to 1961 - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","Jackie Robinson, Rachel Robinson, and their three children (David, Sharon, and Jackie, Jr.) at home in Stamford, Connecticut. Photograph by Arthur Rothstein, 1956. (Library of Congress, Prints and Photographs Division, Look magazine Photograph Collection. Reproduction number: LC-L9-56-7021-A, frame 9. Not to be reproduced for trade or advertising purposes.)This photograph is one of many taken to illustrate the article ""My Future,"" published in Look magazine on January 22, 1957.    Jackie Robinson decided to retire from baseball after the 1956  season. He accepted a job offer from the Chock Full O' Nuts restaurant  chain in New York and contracted with Look magazine to write an article  to break the news and explain his reason ""my legs are gone and I know  it"" (from Glenn Stout's Jackie Robinson,  p. 178) (Robinson had worked with Look before, most recently to publish  an autobiographical series in January and February 1955.) In December  1956, a month before the ""My Future"" article appeared, the Dodgers'  general manager told Robinson that the team had traded him to the New  York Giants. Robinson followed through with his retirement plans,  although the Giants' management tried to change his mind. On April 14,  1957, in an interview on the  Meet the Press television program, Robinson discussed the pros  and cons of trading baseball players, the impact of baseball's reserve  clause, and civil rights in general, and his role in the NAACP Freedom  Fund Campaign. Toward the end of the interview Robinson and the  panelists talked about Robinson's continued dissatisfaction with the  ""Negro's position"" in professional sports, and his reputation for being  ""tart-tongued"" and ""terrible-tempered.""","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1957-to-1961/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1957-to-1961/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1957-to-1961/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/family.jpg","","","","","","","","","","","","","","","","","","",""
